City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,meadow lakes,61.6247,-149.6011,13.69,80,75,1.79,US,1686081059
367,bhamo,24.2667,97.2333,24.85,88,24,0.89,MM,1686081060
368,svetlyy,54.675,20.1347,16.09,69,0,2.76,RU,1686081061
369,longonjo,-12.9067,15.2533,17.29,42,5,1.52,AO,1686081061
370,kelso,46.1468,-122.9084,29.34,40,0,4.63,US,1686081056
371,pangody,65.85,74.4859,14.2,52,55,4.15,RU,1686081062
372,sechura,-5.5569,-80.8222,28.05,60,24,5.9,PE,1686081063
373,kuching,1.55,110.3333,26.18,95,20,0.51,MY,1686081064
374,katsuura,35.1333,140.3,18.4,94,98,3.09,JP,1686081064
375,selizharovo,56.8519,33.4487,13.52,66,99,2.32,RU,1686081065
376,fallon,39.4735,-118.7774,24.14,50,40,1.54,US,1686081065
377,inda silase,14.1031,38.2829,18.44,70,85,0.96,ET,1686081067
378,lae,-6.7221,146.9847,23.37,81,100,3.08,PG,1686081067
379,broken hill,-31.95,141.4333,16.6,87,100,4.15,AU,1686081068
380,krasnogorskoye,52.2953,86.1979,16.15,84,3,1.93,RU,1686081068
381,gisborne,-38.6533,178.0042,12.62,84,100,7.12,NZ,1686080853
382,crane,31.3974,-102.3501,28.28,32,97,3.54,US,1686081069
383,taroa,8.7058,171.2275,28.04,84,98,8.31,MH,1686081070
384,waingapu,-9.6567,120.2641,23.41,88,50,2.75,ID,1686081070
385,nelson bay,-32.7167,152.15,13.89,98,1,1.79,AU,1686081071
386,colonia,50.9333,6.95,22.68,45,0,1.54,DE,1686081071
387,saint-pierre,-21.3393,55.4781,21.82,68,20,4.12,RE,1686081072
388,kolyshley,52.7005,44.5367,12.4,69,65,2.11,RU,1686081072
389,lodja,-3.4833,23.4333,24.08,70,52,0.25,CD,1686081072
390,merizo village,13.2658,144.6691,28.31,91,100,5.91,GU,1686081073
391,acapulco de juarez,16.8634,-99.8901,31.9,58,0,4.63,MX,1686080840
392,porbandar,21.6422,69.6093,28.65,82,2,5.84,IN,1686081074
393,masina,-4.3836,15.3914,26.48,70,85,1.57,CD,1686081074
394,tuba city,36.135,-111.2399,28.77,13,90,8.7,US,1686081075
395,polyarnyy,69.1989,33.4478,3.84,72,100,6.29,RU,1686081075
396,illizi,26.4833,8.4667,32.89,20,100,7.73,DZ,1686081076
397,maroantsetra,-15.4333,49.7333,23.51,87,48,2.4,MG,1686081076
398,puerto deseado,-47.7503,-65.8938,10.88,38,0,13.08,AR,1686081077
399,monterey,36.2505,-121.2516,14.95,64,100,2.95,US,1686080793
400,yemetsk,63.4721,41.7941,3.3,79,30,2.0,RU,1686081077
401,mabaruma,8.2,-59.7833,28.62,76,17,2.5,GY,1686081078
402,yatou,37.15,122.3833,16.98,94,100,2.2,CN,1686081078
403,the pas,53.8251,-101.2541,24.01,73,100,4.12,CA,1686081079
404,rio san juan,19.6439,-70.0763,35.09,68,46,6.69,DO,1686081079
405,san luis de la loma,17.2706,-100.8939,31.86,52,0,3.87,MX,1686081080
406,kurumkan,54.3,110.3,5.36,67,9,1.74,RU,1686081080
407,peace river,56.2501,-117.286,18.17,34,20,8.23,CA,1686081081
408,juneau,58.3019,-134.4197,10.68,96,100,4.63,US,1686081064
409,lucapa,-8.4192,20.7447,25.3,34,94,0.94,AO,1686081082
410,grand baie,-20.0182,57.5802,24.26,76,15,0.89,MU,1686081082
411,sidareja,-7.4846,108.7923,23.57,97,99,0.1,ID,1686081083
412,val-d'or,48.1002,-77.7828,19.05,26,75,9.77,CA,1686080844
413,new norfolk,-42.7826,147.0587,11.62,88,39,0.8,AU,1686081083
414,bishkek,42.87,74.59,24.11,33,22,3.65,KG,1686081028
415,olinala,17.8333,-98.85,31.98,32,0,1.9,MX,1686081085
416,pimentel,-6.8367,-79.9342,29.16,58,0,5.66,PE,1686081085
417,imbituba,-28.24,-48.6703,19.53,81,0,3.71,BR,1686081066
418,arar,30.9753,41.0381,32.01,12,20,5.14,SA,1686081015
419,conde,-7.2597,-34.9075,28.7,58,20,4.63,BR,1686081086
420,fort bragg,35.139,-79.006,30.46,49,40,5.14,US,1686081087
421,mongo,12.1844,18.693,27.52,62,100,3.47,TD,1686081087
422,segre,47.6833,-0.8667,23.08,64,54,4.62,FR,1686081088
423,bakanas,44.8081,76.2772,26.25,27,82,5.46,KZ,1686081088
424,obo,5.3998,26.4869,20.1,98,100,1.08,CF,1686081088
425,holualoa,19.6228,-155.9522,25.43,79,20,4.63,US,1686081089
426,magnitogorsk,53.4186,59.0472,18.2,88,100,1.0,RU,1686080791
427,sompeta,18.9333,84.6,28.47,74,13,3.12,IN,1686081090
428,pedro ii,-4.4247,-41.4586,27.03,56,54,2.09,BR,1686080932
429,pindushi,62.9152,34.58,5.76,68,26,1.03,RU,1686081090
430,darwin,-12.4611,130.8418,22.99,88,5,2.57,AU,1686081091
431,san francisco telixtlahuaca,17.3,-96.9,27.86,35,15,2.82,MX,1686081091
432,shingu,33.7333,135.9833,18.9,95,100,3.5,JP,1686081092
433,zheshart,62.0731,49.5733,5.96,89,36,1.97,RU,1686081093
434,kourou,5.1552,-52.6478,30.03,76,58,3.3,GF,1686081093
435,nadi,-17.8,177.4167,23.0,83,100,2.57,FJ,1686081094
436,puerto baquerizo moreno,-0.9,-89.6,25.53,80,68,6.98,EC,1686081094
437,fiche,9.8,38.7333,12.75,73,96,1.4,ET,1686081095
438,palasa,18.7667,84.4167,28.15,72,31,2.36,IN,1686081095
439,murzuq,25.9155,13.9184,33.61,15,98,7.29,LY,1686081096
440,beruniy,41.6911,60.7525,27.98,36,0,2.06,UZ,1686081096
441,kosh-agach,50.0,88.6667,15.3,42,14,1.11,RU,1686081097
442,odda,60.0691,6.5457,14.69,73,21,1.62,NO,1686081097
443,riberalta,-10.9833,-66.1,31.11,62,75,3.09,BO,1686081097
444,nelson,-41.2833,173.2833,4.05,82,7,2.35,NZ,1686080883
445,medowie,-32.7333,151.8667,13.72,94,40,0.0,AU,1686081098
446,ust-tsilma,65.441,52.1498,5.4,79,84,2.71,RU,1686081099
447,surgut,61.25,73.4167,13.1,66,0,2.0,RU,1686080963
448,port saint john's,-31.6229,29.5448,16.76,67,0,3.14,ZA,1686081100
449,leh,34.1667,77.5833,6.87,63,95,2.03,IN,1686081100
450,aquin,18.2833,-73.4,29.74,72,99,3.6,HT,1686081101
451,charlottetown,46.2352,-63.1267,11.42,92,100,5.14,CA,1686081101
452,kruisfontein,-34.0033,24.7314,11.17,57,0,1.79,ZA,1686081101
453,korla,41.7597,86.1469,25.23,24,14,3.03,CN,1686081102
454,sim,54.993,57.6982,16.73,99,100,2.04,RU,1686081103
455,kangding,30.0513,101.9603,13.18,99,95,1.33,CN,1686081103
456,beira,-19.8436,34.8389,24.05,100,20,2.57,MZ,1686081104
457,abancay,-13.6339,-72.8814,21.3,41,14,2.76,PE,1686081104
458,mejit,10.2753,170.8646,27.67,85,39,8.47,MH,1686081105
459,dingalan,15.3897,121.3929,25.73,89,83,0.87,PH,1686081105
460,bikenibeu village,1.3673,173.1241,28.98,79,20,3.09,KI,1686081105
461,bel ombre,-4.6167,55.4167,26.91,83,40,4.12,SC,1686081106
462,queenstown,-31.8976,26.8753,9.56,30,0,2.82,ZA,1686081107
463,hailey,43.5196,-114.3153,26.6,50,0,2.57,US,1686081075
464,at taj,24.2049,23.2857,34.52,20,11,2.82,LY,1686081108
465,al qadarif,14.0349,35.3834,30.81,42,43,3.02,SD,1686081108
466,tangalle,6.024,80.7911,26.64,86,100,5.6,LK,1686081109
467,kargopol',61.5071,38.9456,5.29,86,5,2.12,RU,1686081110
468,rochlitz,51.05,12.8,17.09,90,88,2.19,DE,1686081110
469,nova vicosa,-17.8919,-39.3719,23.3,69,52,4.6,BR,1686080860
470,eirunepe,-6.6603,-69.8736,28.35,76,83,0.85,BR,1686081111
471,gandiaye,14.2333,-16.2667,38.06,31,10,6.08,SN,1686081111
472,remire-montjoly,4.9167,-52.2667,30.02,66,20,6.69,GF,1686081112
473,mahibadhoo,3.7833,72.9667,28.67,76,100,5.78,MV,1686081112
474,albertina,-22.2008,-46.6158,16.95,68,0,0.68,BR,1686081112
475,cody,44.5263,-109.0565,27.24,43,0,1.79,US,1686081104
476,coquimbo,-29.9533,-71.3436,15.85,77,20,4.63,CL,1686080844
477,ulsteinvik,62.3432,5.8487,11.61,81,1,1.79,NO,1686081114
478,boende,-0.2167,20.8667,24.76,77,77,0.35,CD,1686081114
479,sirte,31.2089,16.5887,21.09,82,74,9.54,LY,1686081114
480,biloela,-24.4167,150.5,12.73,90,0,2.67,AU,1686081115
481,xining,36.6167,101.7667,9.76,88,100,0.35,CN,1686081115
482,kirakira,-10.4544,161.9205,25.9,86,100,2.52,SB,1686081116
483,camargo,27.6667,-105.1667,31.84,23,22,3.54,MX,1686081116
484,coruripe,-10.1256,-36.1756,24.29,90,30,3.69,BR,1686081117
485,camayenne,9.535,-13.6878,30.05,74,20,5.14,GN,1686081117
486,pelotas,-31.7719,-52.3425,22.01,60,0,4.12,BR,1686081117
487,morris,40.8334,-74.5329,26.71,43,40,4.02,US,1686081031
488,mbuji-mayi,-6.15,23.6,27.64,48,94,1.04,CD,1686081118
489,mundri,-6.9558,111.71,23.73,89,71,2.56,ID,1686081119
490,saint-gilles,43.6766,4.4302,22.05,83,0,2.06,FR,1686081119
491,seosan,36.7817,126.4522,15.96,96,91,2.91,KR,1686081120
492,dakhla,23.6848,-15.958,24.01,73,1,6.17,EH,1686081120
493,maumere,-8.6199,122.2111,24.33,74,7,1.54,ID,1686081121
494,totskoye,52.5248,52.7623,9.0,90,0,2.8,RU,1686081121
495,ndago,-4.6,34.35,19.07,55,6,5.18,TZ,1686081121
496,turiacu,-1.6633,-45.3717,26.56,86,23,2.28,BR,1686081122
497,keystone,28.1558,-82.6212,32.94,49,1,0.89,US,1686081123
498,porsgrunn,59.1405,9.6561,16.53,79,0,0.68,NO,1686081124
499,bereznik,62.8551,42.7072,4.21,87,25,2.3,RU,1686081124
500,deming,32.2687,-107.7586,29.94,26,0,5.66,US,1686081125
501,kodinar,20.7903,70.7031,28.56,82,0,5.79,IN,1686081125
502,roosevelt,33.9668,-103.4505,27.17,35,75,3.59,US,1686081126
503,kittila,67.6647,24.8936,7.08,81,98,2.57,FI,1686081126
504,salmas,38.1973,44.7653,15.83,64,1,0.46,IR,1686081127
505,yeppoon,-23.1333,150.7333,15.88,85,58,5.15,AU,1686081127
506,horta,38.5333,-28.6333,19.8,79,40,9.83,PT,1686081128
507,poronaysk,49.2167,143.1167,9.71,86,10,1.41,RU,1686081128
508,laukaa,58.7372,29.8453,12.01,77,100,1.44,RU,1686081129
509,kavaratti,10.5669,72.642,29.67,75,92,8.02,IN,1686081129
510,bluffton,32.2371,-80.8604,32.04,62,0,6.69,US,1686081130
511,mikulov,48.8056,16.6378,18.07,97,100,2.55,CZ,1686081131
512,chake chake,-5.2459,39.7666,24.26,80,0,4.5,TZ,1686081132
513,malindi,-3.2175,40.1191,26.09,78,20,4.12,KE,1686081132
514,ushibukamachi,32.1906,130.0228,19.44,86,98,2.66,JP,1686081132
515,luanda,-8.8368,13.2343,24.0,90,75,3.09,AO,1686081133
516,kudahuvadhoo,2.6708,72.8944,28.39,77,72,5.6,MV,1686081133
517,revadanda,18.5503,72.9278,28.76,78,2,3.48,IN,1686081134
518,gudauta,43.1055,40.6207,19.34,88,59,2.37,GE,1686081134
519,kidal,18.4411,1.4078,35.06,8,17,4.77,ML,1686081135
520,al bawiti,28.3492,28.8659,29.6,21,100,4.49,EG,1686081135
521,nema,57.5067,50.5011,11.22,83,100,2.33,RU,1686081136
522,pangai,-19.8,-174.35,25.06,88,75,4.63,TO,1686081136
523,el ocotito,17.25,-99.5667,34.94,26,0,3.61,MX,1686081137
524,nadym,65.5333,72.5167,14.97,53,66,4.93,RU,1686081137
525,ma'rib,15.4591,45.3253,30.35,15,38,1.47,YE,1686081137
526,khorramshahr,30.4397,48.1664,34.97,27,0,0.0,IR,1686081138
527,couva,10.4225,-61.4675,32.82,61,41,4.73,TT,1686081138
528,akureyri,65.6835,-18.0878,5.96,81,75,5.14,IS,1686081139
529,lubango,-14.9172,13.4925,16.92,39,0,1.54,AO,1686081140
530,yurga,55.7231,84.8861,20.68,63,20,2.23,RU,1686081140
531,dryden,49.7833,-92.7503,21.16,68,100,5.14,CA,1686081140
532,namibe,-15.1961,12.1522,18.74,74,3,4.76,AO,1686081141
533,chinde,26.8418,88.0763,19.89,52,1,2.49,NP,1686081141
534,bereeda,11.8704,51.0579,30.36,70,92,2.12,SO,1686081142
535,hadibu,12.65,54.0333,29.51,78,62,3.04,YE,1686081142
536,gizo,-8.103,156.8419,27.57,80,39,3.6,SB,1686081143
537,narayanpet,16.7333,77.5,33.46,33,100,6.41,IN,1686081143
538,chiredzi,-21.05,31.6667,17.18,92,0,1.35,ZW,1686081144
539,changyon,38.2508,125.0961,17.6,86,98,3.48,KP,1686081144
540,murray bridge,-35.1167,139.2667,16.18,94,66,5.62,AU,1686081145
541,molteno,-31.3968,26.3625,7.56,34,0,4.48,ZA,1686081145
542,springfield,37.2153,-93.2982,29.63,41,0,1.79,US,1686081132
543,tindouf,27.6711,-8.1474,35.25,12,0,7.72,DZ,1686081146
544,kununurra,-15.7667,128.7333,18.99,82,3,1.54,AU,1686081146
545,bomdila,27.25,92.4,12.97,82,3,3.15,IN,1686081147
546,sterling,39.0062,-77.4286,28.64,36,100,8.75,US,1686081147
547,poltavka,54.3663,71.7632,21.0,59,16,1.12,RU,1686081148
548,moses lake,47.1301,-119.2781,29.93,14,0,3.09,US,1686081148
549,sultanah,24.4926,39.5857,36.25,12,0,4.12,SA,1686081149
550,novodvinsk,64.4165,40.8122,3.05,87,100,2.08,RU,1686081150
551,tamanrasset,22.785,5.5228,30.95,10,0,5.66,DZ,1686081150
552,coyhaique,-45.5752,-72.0662,6.34,89,87,5.01,CL,1686081151
553,hlobyne,49.3878,33.2596,17.15,52,96,1.62,UA,1686081151
554,jabor,5.921,169.6434,26.59,82,100,0.63,MH,1686081152
555,kendari,-3.945,122.4989,22.07,91,9,0.9,ID,1686081152
556,muricay,7.8275,123.4782,25.21,87,100,1.36,PH,1686081153
557,greenville,35.6127,-77.3663,28.09,57,75,2.57,US,1686080886
558,ingeniero jacobacci,-41.3427,-69.5448,8.11,47,2,9.55,AR,1686081154
